# type	x	y	w	h	ani_set_id	extra_settings per object type

# brick question
6	528	1056	48	48	2	3	2
6	576	1056	48	48	2	3	2

6	672	912	48	48	2	3	1
6	720	912	48	48	2	3	2

6	1248	960	48	48	2	3	1

6	1968	1152	48	48	2	3	2

#6	2112	1056	48	48	2	3	1
#6	4416	1104	48	48	2	3	1

# goomba

#2	672	1152	0	0	5	2	100

#2	1584	1195	0	0	5	2	100

#2	2497	1147	48	48	5	2	100
#2	2640	1147	48	48	5	2	100
#2	2832	1140	60	57	6	2	105

# koopa
#3	1728	1051	48	78	7	2	100

#3	3978	864	48	78	8	2	102
#3	4092	864	48	78	8	2	102
#3	4206	864	48	78	8	2	102

#3	4416	1152	48	78	8	2	100

#3	6318	1056	48	78	7	2	100



# obj thử nghiệm
#3	450	1000	0	0	7	2	100
#2	670	1100	60	57	6	2	105

# fire flower
#11	1080	1106	48	96	13	2	1

# static coin
12	3216	955	14	16	14	3
12	3312	859	14	16	14	3
12	3408	763	14	16	14	3
12	3504	667	14	16	14	3
12	3600	571	14	16	14	3

# static coin in the airrrr
12	3984	240	14	16	14	3
12	4032	240	14	16	14	3
12	4080	240	14	16	14	3

12	4368	336	14	16	14	3
12	4416	336	14	16	14	3

12	4560	384	14	16	14	3
12	4608	384	14	16	14	3
12	4656	384	14	16	14	3
12	4704	384	14	16	14	3


12	4800	336	14	16	14	3
12	4848	336	14	16	14	3
12	4896	336	14	16	14	3
12	4944	336	14	16	14	3


12	5010	432	14	16	14	3

12	5106	336	14	16	14	3

12	5202	384	14	16	14	3

12	5346	288	14	16	14	3

12	5442	384	14	16	14	3

# static coin underground

12	6606	1512	14	16	14	3
12	6606	1704	14	16	14	3

12	6654	1464	14	16	14	3
12	6654	1608	14	16	14	3
12	6654	1752	14	16	14	3

12	6702	1464	14	16	14	3
12	6702	1608	14	16	14	3
12	6702	1752	14	16	14	3

12	6750	1512	14	16	14	3
12	6750	1560	14	16	14	3
12	6750	1656	14	16	14	3
12	6750	1704	14	16	14	3











